order_details_id;order_id;pizza_id;order_date;order_time;unit_price;total_price;pizza_size;pizza_category;pizza_ingredients;pizza_name;lead_time
123;51;bbq_ckn_l;2015-01-01 00:00:00;18:48:28;20,75;20,75;L;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-01 19:00:09
124;51;pep_msh_pep_l;2015-01-01 00:00:00;18:48:28;17,5;17,5;L;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-01-01 19:06:12
125;52;hawaiian_l;2015-01-01 00:00:00;18:53:02;16,5;16,5;L;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-01 19:08:52
126;52;mexicana_l;2015-01-01 00:00:00;18:53:02;20,25;20,25;L;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-01-01 19:07:57
127;52;spicy_ital_l;2015-01-01 00:00:00;18:53:02;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-01 19:11:38
128;53;pep_msh_pep_s;2015-01-01 00:00:00;18:54:17;11;11;S;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-01-01 19:10:08
129;53;spinach_supr_m;2015-01-01 00:00:00;18:54:17;16,5;16,5;M;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-01 19:12:13
130;54;prsc_argla_m;2015-01-01 00:00:00;19:01:45;16,5;16,5;M;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-01-01 19:20:10
131;54;thai_ckn_l;2015-01-01 00:00:00;19:01:45;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-01 19:14:00
132;55;peppr_salami_s;2015-01-01 00:00:00;19:03:19;12,5;12,5;S;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-01 19:20:51
133;55;spicy_ital_l;2015-01-01 00:00:00;19:03:19;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-01 19:21:34
134;56;classic_dlx_m;2015-01-01 00:00:00;19:07:00;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-01 19:22:24
135;56;mediterraneo_l;2015-01-01 00:00:00;19:07:00;20,25;20,25;L;Veggie;Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions;The Mediterranean Pizza;2015-01-01 19:24:55
136;56;southw_ckn_m;2015-01-01 00:00:00;19:07:00;16,75;16,75;M;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-01 19:20:32
137;57;classic_dlx_m;2015-01-01 00:00:00;19:10:51;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-01 19:30:37
138;58;five_cheese_l;2015-01-01 00:00:00;19:30:40;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-01-01 19:47:13
139;58;pepperoni_m;2015-01-01 00:00:00;19:30:40;12,5;12,5;M;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-01 19:48:02
140;59;ital_veggie_s;2015-01-01 00:00:00;19:40:08;12,75;12,75;S;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-01-01 19:54:52
141;59;pep_msh_pep_s;2015-01-01 00:00:00;19:40:08;11;11;S;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-01-01 20:00:41
142;59;pepperoni_l;2015-01-01 00:00:00;19:40:08;15,25;15,25;L;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-01 19:59:06
143;60;ckn_pesto_l;2015-01-01 00:00:00;20:05:16;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-01-01 20:23:58
144;60;four_cheese_m;2015-01-01 00:00:00;20:05:16;14,75;14,75;M;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-01-01 20:23:20
145;61;bbq_ckn_m;2015-01-01 00:00:00;20:08:43;16,75;16,75;M;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-01 20:22:22
146;61;ital_supr_l;2015-01-01 00:00:00;20:08:43;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-01 20:22:19
147;62;bbq_ckn_m;2015-01-01 00:00:00;20:50:16;16,75;16,75;M;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-01 21:09:41
148;62;spinach_supr_m;2015-01-01 00:00:00;20:50:16;16,5;16,5;M;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-01 21:10:01
149;63;pep_msh_pep_m;2015-01-01 00:00:00;20:51:42;14,5;14,5;M;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-01-01 21:08:38
150;64;big_meat_s;2015-01-01 00:00:00;20:52:08;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-01 21:02:57
151;65;pep_msh_pep_s;2015-01-01 00:00:00;21:16:00;11;11;S;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-01-01 21:33:03
152;65;sicilian_s;2015-01-01 00:00:00;21:16:00;12,25;12,25;S;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-01 21:36:09
153;65;spicy_ital_s;2015-01-01 00:00:00;21:16:00;12,5;12,5;S;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-01 21:32:12
154;65;spinach_supr_m;2015-01-01 00:00:00;21:16:00;16,5;16,5;M;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-01 21:34:09
155;66;classic_dlx_m;2015-01-01 00:00:00;21:47:55;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-01 22:03:07
156;66;ital_cpcllo_m;2015-01-01 00:00:00;21:47:55;16;16;M;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-01-01 22:02:09
157;67;southw_ckn_l;2015-01-01 00:00:00;22:03:40;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-01 22:16:41
158;68;classic_dlx_m;2015-01-01 00:00:00;22:07:32;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-01 22:22:46
159;68;ital_supr_l;2015-01-01 00:00:00;22:07:32;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-01 22:22:58
160;68;ital_supr_m;2015-01-01 00:00:00;22:07:32;16,5;16,5;M;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-01 22:23:12
161;69;bbq_ckn_l;2015-01-01 00:00:00;22:12:13;20,75;20,75;L;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-01 22:28:28
162;70;ital_veggie_s;2015-01-02 00:00:00;11:38:51;12,75;12,75;S;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-01-02 11:53:34
163;70;soppressata_l;2015-01-02 00:00:00;11:38:51;20,75;20,75;L;Supreme;Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic;The Soppressata Pizza;2015-01-02 11:58:40
164;71;thai_ckn_l;2015-01-02 00:00:00;11:40:50;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-02 11:58:26
165;72;spinach_fet_l;2015-01-02 00:00:00;11:57:25;20,25;20,25;L;Veggie;Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic;The Spinach and Feta Pizza;2015-01-02 12:07:57
166;73;thai_ckn_s;2015-01-02 00:00:00;11:58:56;12,75;12,75;S;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-02 12:12:08
167;74;five_cheese_l;2015-01-02 00:00:00;12:01:12;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-01-02 12:21:07
168;74;mexicana_l;2015-01-02 00:00:00;12:01:12;20,25;20,25;L;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-01-02 12:21:39
169;74;spin_pesto_s;2015-01-02 00:00:00;12:01:12;12,5;12,5;S;Veggie;Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce;The Spinach Pesto Pizza;2015-01-02 12:18:16
170;74;spinach_supr_l;2015-01-02 00:00:00;12:01:12;20,75;20,75;L;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-02 12:17:09
171;75;ital_supr_s;2015-01-02 00:00:00;12:10:15;12,5;12,5;S;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-02 12:29:24
172;75;mediterraneo_l;2015-01-02 00:00:00;12:10:15;20,25;20,25;L;Veggie;Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions;The Mediterranean Pizza;2015-01-02 12:23:15
173;75;napolitana_l;2015-01-02 00:00:00;12:10:15;20,5;20,5;L;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-02 12:30:12
174;76;big_meat_s;2015-01-02 00:00:00;12:21:17;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-02 12:37:45
175;76;hawaiian_l;2015-01-02 00:00:00;12:21:17;16,5;16,5;L;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-02 12:41:29
176;76;ital_veggie_l;2015-01-02 00:00:00;12:21:17;21;21;L;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-01-02 12:41:01
177;76;spicy_ital_l;2015-01-02 00:00:00;12:21:17;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-02 12:37:58
178;77;bbq_ckn_m;2015-01-02 00:00:00;12:22:46;16,75;16,75;M;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-02 12:33:52
179;77;hawaiian_m;2015-01-02 00:00:00;12:22:46;13,25;13,25;M;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-02 12:42:41
180;78;big_meat_s;2015-01-02 00:00:00;12:28:14;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-02 12:44:55
181;78;classic_dlx_s;2015-01-02 00:00:00;12:28:14;12;12;S;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-02 12:43:26
182;78;four_cheese_l;2015-01-02 00:00:00;12:28:14;17,95;17,95;L;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-01-02 12:45:56
183;78;ital_cpcllo_m;2015-01-02 00:00:00;12:28:14;16;16;M;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-01-02 12:41:29
184;78;spicy_ital_l;2015-01-02 00:00:00;12:28:14;20,75;62,25;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-02 12:42:17
185;78;thai_ckn_s;2015-01-02 00:00:00;12:28:14;12,75;12,75;S;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-02 12:48:25
186;79;ital_cpcllo_l;2015-01-02 00:00:00;12:29:11;20,5;20,5;L;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-01-02 12:47:39
187;79;pep_msh_pep_s;2015-01-02 00:00:00;12:29:11;11;11;S;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-01-02 12:46:57
188;79;thai_ckn_l;2015-01-02 00:00:00;12:29:11;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-02 12:50:57
189;80;pepperoni_s;2015-01-02 00:00:00;12:35:38;9,75;9,75;S;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-02 12:51:05
190;80;thai_ckn_m;2015-01-02 00:00:00;12:35:38;16,75;16,75;M;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-02 12:53:13
191;81;thai_ckn_l;2015-01-02 00:00:00;12:40:01;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-02 12:58:50
192;82;big_meat_s;2015-01-02 00:00:00;12:45:51;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-02 13:02:17
193;82;cali_ckn_m;2015-01-02 00:00:00;12:45:51;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-01-02 12:58:10
194;82;spicy_ital_l;2015-01-02 00:00:00;12:45:51;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-02 12:59:59
195;82;veggie_veg_m;2015-01-02 00:00:00;12:45:51;16;16;M;Veggie;Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic;The Vegetables + Vegetables Pizza;2015-01-02 13:03:07
196;83;southw_ckn_s;2015-01-02 00:00:00;12:53:27;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-02 13:10:23
197;84;pepperoni_l;2015-01-02 00:00:00;13:13:41;15,25;15,25;L;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-02 13:32:25
198;85;classic_dlx_m;2015-01-02 00:00:00;13:34:49;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-02 13:54:53
199;85;classic_dlx_s;2015-01-02 00:00:00;13:34:49;12;12;S;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-02 13:49:41
200;85;ital_supr_l;2015-01-02 00:00:00;13:34:49;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-02 13:51:32
201;85;the_greek_m;2015-01-02 00:00:00;13:34:49;16;16;M;Classic;Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions;The Greek Pizza;2015-01-02 13:52:03
202;86;hawaiian_l;2015-01-02 00:00:00;13:40:31;16,5;16,5;L;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-02 13:59:36
203;87;ital_cpcllo_m;2015-01-02 00:00:00;14:01:02;16;16;M;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-01-02 14:13:30
204;87;mexicana_m;2015-01-02 00:00:00;14:01:02;16;16;M;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-01-02 14:19:59
205;87;spinach_supr_l;2015-01-02 00:00:00;14:01:02;20,75;20,75;L;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-02 14:14:02
206;87;spinach_supr_s;2015-01-02 00:00:00;14:01:02;12,5;12,5;S;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-02 14:17:29
207;88;five_cheese_l;2015-01-02 00:00:00;14:10:08;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-01-02 14:29:17
208;89;soppressata_l;2015-01-02 00:00:00;14:30:19;20,75;20,75;L;Supreme;Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic;The Soppressata Pizza;2015-01-02 14:43:00
209;89;thai_ckn_l;2015-01-02 00:00:00;14:30:19;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-02 14:49:13
210;90;sicilian_l;2015-01-02 00:00:00;15:08:48;20,25;20,25;L;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-02 15:24:25
211;90;thai_ckn_s;2015-01-02 00:00:00;15:08:48;12,75;12,75;S;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-02 15:24:12
212;91;bbq_ckn_l;2015-01-02 00:00:00;15:14:43;20,75;41,5;L;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-02 15:25:22
213;91;ckn_pesto_s;2015-01-02 00:00:00;15:14:43;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-01-02 15:35:38
214;91;pepperoni_s;2015-01-02 00:00:00;15:14:43;9,75;9,75;S;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-02 15:36:52
215;92;bbq_ckn_m;2015-01-02 00:00:00;15:17:02;16,75;16,75;M;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-02 15:34:07
216;92;ital_supr_l;2015-01-02 00:00:00;15:17:02;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-02 15:33:32
217;92;ital_supr_m;2015-01-02 00:00:00;15:17:02;16,5;16,5;M;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-02 15:36:44
218;92;ital_veggie_s;2015-01-02 00:00:00;15:17:02;12,75;12,75;S;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-01-02 15:34:33
219;92;pepperoni_m;2015-01-02 00:00:00;15:17:02;12,5;12,5;M;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-02 15:34:49
220;92;peppr_salami_m;2015-01-02 00:00:00;15:17:02;16,5;16,5;M;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-02 15:37:55
221;92;spinach_fet_s;2015-01-02 00:00:00;15:17:02;12;12;S;Veggie;Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic;The Spinach and Feta Pizza;2015-01-02 15:30:11
222;92;spinach_supr_s;2015-01-02 00:00:00;15:17:02;12,5;12,5;S;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-02 15:31:10
223;92;the_greek_m;2015-01-02 00:00:00;15:17:02;16;32;M;Classic;Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions;The Greek Pizza;2015-01-02 15:35:21
224;93;sicilian_m;2015-01-02 00:00:00;15:29:31;16,25;16,25;M;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-02 15:50:52
225;94;ital_cpcllo_m;2015-01-02 00:00:00;16:17:16;16;16;M;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-01-02 16:34:13
226;94;southw_ckn_s;2015-01-02 00:00:00;16:17:16;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-02 16:31:43
227;95;napolitana_s;2015-01-02 00:00:00;16:18:04;12;12;S;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-02 16:36:30
228;95;peppr_salami_l;2015-01-02 00:00:00;16:18:04;20,75;20,75;L;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-02 16:34:51
229;96;napolitana_s;2015-01-02 00:00:00;16:21:20;12;12;S;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-02 16:36:23
230;97;big_meat_s;2015-01-02 00:00:00;16:45:33;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-02 17:02:55
231;98;classic_dlx_l;2015-01-02 00:00:00;17:18:18;20,5;20,5;L;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-02 17:35:15
232;98;napolitana_l;2015-01-02 00:00:00;17:18:18;20,5;20,5;L;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-02 17:31:48
233;99;ital_supr_l;2015-01-02 00:00:00;17:45:42;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-02 18:03:02
234;100;hawaiian_l;2015-01-02 00:00:00;17:46:17;16,5;16,5;L;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-02 18:01:53
235;101;cali_ckn_l;2015-01-02 00:00:00;17:51:33;20,75;20,75;L;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-01-02 18:04:43
236;101;pepperoni_l;2015-01-02 00:00:00;17:51:33;15,25;15,25;L;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-02 18:12:58
237;101;soppressata_l;2015-01-02 00:00:00;17:51:33;20,75;20,75;L;Supreme;Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic;The Soppressata Pizza;2015-01-02 18:13:55
238;101;spicy_ital_m;2015-01-02 00:00:00;17:51:33;16,5;16,5;M;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-02 18:10:01
239;102;bbq_ckn_s;2015-01-02 00:00:00;17:54:04;12,75;12,75;S;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-02 18:06:08
240;102;prsc_argla_s;2015-01-02 00:00:00;17:54:04;12,5;12,5;S;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-01-02 18:10:41
241;103;spinach_supr_s;2015-01-02 00:00:00;18:02:09;12,5;12,5;S;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-02 18:20:30
242;104;bbq_ckn_m;2015-01-02 00:00:00;18:02:12;16,75;16,75;M;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-02 18:23:31
243;104;ckn_alfredo_m;2015-01-02 00:00:00;18:02:12;16,75;16,75;M;Chicken;Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce;The Chicken Alfredo Pizza;2015-01-02 18:16:45
244;104;ital_veggie_m;2015-01-02 00:00:00;18:02:12;16,75;16,75;M;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-01-02 18:16:24
245;104;veggie_veg_l;2015-01-02 00:00:00;18:02:12;20,25;20,25;L;Veggie;Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic;The Vegetables + Vegetables Pizza;2015-01-02 18:12:41
246;105;hawaiian_s;2015-01-02 00:00:00;18:12:01;10,5;21;S;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-02 18:24:13
